smiles,res_u0,res_u0_norm,res_gap,res_mu
C#CC#Cc1cnc[nH]1,-0.01327076560187379,-0.00147452951131931,-0.017755624550990834,-0.5535571639199488
C#CC#Cc1cnco1,-0.00536921633312204,-0.0005965795925691156,-0.017127236071530993,-2.248594163244739
C#CC#Cc1cnno1,0.044986559710082474,0.004998506634453608,-0.01701788139516175,0.16186490166056977
C#CC#Cc1cnoc1,0.03186778366688259,0.003540864851875843,-0.0015272360715309907,-1.197094163244739
C#CC#Cc1cnon1,0.06462455971006875,0.0071805066344520834,-0.006017881395161767,-0.31883509833943036
C#CC#Cc1cocn1,-0.002917216333116812,-0.0003241351481240902,-0.0036272360715309815,-1.5813941632447388
C#CC#Cc1conn1,0.04536555971009193,0.0050406177455657696,-0.004217881395161771,-0.6147350983394304
C#CC#Cc1n[nH]nn1,0.037716786484622844,0.004190754053846983,0.00016308480174773154,-2.563439034109331
C#CC#Cc1nc[nH]n1,0.0018090104414909547,0.00020100116016566163,-0.0007462698746215912,-0.94349809901464
C#CC#Cc1ncco1,-0.0018382163331125412,-0.0002042462592347268,-0.018227236071530983,-1.8431941632447388
C#CC#Cc1ncno1,0.025644559710087833,0.0028493955233430926,-0.00951788139516177,-1.7761350983394304
C#CC#Cc1ncon1,0.027012559710101414,0.0030013955233446016,-0.0006178813951617512,-2.90983509833943
C#CC#Cc1nnon1,0.0770483357532612,0.008560926194806799,-0.010208526718792438,-1.3967760334341222
C#CC#N,0.019521026236446914,0.004880256559111729,-0.02032492693596233,0.7933881253857185
C#CC(=N)N(C=N)C=N,0.0684653688341541,0.007607263203794901,0.052137398074756175,-3.123079255477829
C#CC(=N)N(C=N)C=O,0.04428291810273777,0.00492032423363753,0.05686578655421601,-2.373716254802619
C#CC(=N)N(C=O)C=O,0.034167467371332805,0.0037963852634814227,0.05559417503367581,-1.3586532541274101
C#CC(=N)NC(=N)C#C,0.06551482811204323,0.007279425345782581,0.019245371834302083,-3.2067962459826056
C#CC(=N)NC(=N)C#N,0.016299604155278757,0.0018110671283643064,0.020754726510671395,-0.5872371810772972
C#CC(=N)NC(=N)C=O,0.05076791810273562,0.005640879789192847,0.04096578655421601,-0.3431162548026192
C#CC(=N)NC(=N)CO,0.03931803601614092,0.004368670668460102,0.008148496095350122,1.0396969967719683
C#CC(=N)NC(=O)C#C,0.045130377380644404,0.005014486375627156,0.03027376031376186,0.7034667546926041
C#CC(=N)NC(=O)C=O,0.03986946737137487,0.004429940819041652,0.02229417503367581,1.7981467458725904
C#CC(=N)NC(=O)CO,0.03285758528483029,0.0036508428094255882,0.011576884574809904,1.9539599974471775
C#CC(=N)NC(=O)N,-0.0037562611069574814,-0.0004695326383696852,0.015485094395391336,-1.0334478036220784
C#CC(=N)NC=O,0.04004266572655979,0.00572038081807997,0.008112338019063248,1.2486483310785665
C#CC(=NCC#N)N,0.011633648902261484,0.0014542061127826855,0.00016467967547739715,-1.452327794802064
C#CC(=NO)C#C,0.11042612500443738,0.015775160714919627,-0.0388796882213909,-3.297768659426211
C#CC(=NO)C#CC=O,0.10102692664929691,0.0112252140721441,-0.00949785120677829,-1.4555702446321868
C#CC(=NO)C#CCO,0.10035704456277017,0.011150782729196685,-0.03791514166564422,-2.720256993057599
C#CC(=NO)C1CC1,0.08155416917384173,0.010194271146730216,-0.03786613462138988,-2.6872478054127105
C#CC(=NO)C1CCC1,0.07462146629700328,0.008291274033000364,-0.030702732921430942,-2.4096030050186634
C#CC(=NO)C1COC1,0.08480279160892223,0.009422532400991359,-0.028364989765602006,-2.122680939438146
C#CC(=NO)CC#N,0.05032919817097081,0.0062911497713713516,-0.012106931845062813,-0.24156479412685528
C#CC(=NO)CC(=O)N,0.05275658528483973,0.005861842809426637,0.0010768845748098943,-0.8134400025528223
C#CC(=NO)CC1CC1,0.07697546629702856,0.00855282958855873,-0.030302732921430958,-2.6993030050186637
C#CC(=NO)CC=O,0.08961351211843294,0.011201689014804117,0.001204128198481924,-1.5071438678521778
C#CC(=NO)CCC#N,0.03933449529409927,0.004370499477122141,-0.009843530145104057,-0.2105199937328086
C#CC(=NO)CCC=O,0.08359280924162249,0.009288089915735832,0.017167529898440642,-1.1178990674581302
C#CC(=NO)CCCO,0.0829489271550301,0.009216547461670012,-0.03304976056042533,-1.906185815883543
C#CC(=NO)CCO,0.08771863003181579,0.010964828753976974,-0.03431316226038397,-2.40263061627759
C#CC(=NO)CN1CC1,0.10060224234024417,0.011178026926693797,-0.05129337824506178,-2.3735439401133553
C#CC(=NO)CNC=O,0.06463758528485641,0.007181953920539602,0.011376884574809898,-1.0813400025528224
C#CC(=NO)CO,0.09729233290858019,0.013898904701225743,-0.0381765639603428,-1.7490754166716371
C#CC(=O)C#C,0.06879405183809695,0.01146567530634949,-0.031252444597719004,-0.08247252472556577
C#CC(=O)C#CC#N,0.01611953953539569,0.002014942441924461,-0.017981667626651016,-0.6170950362062197
C#CC(=O)C#CC(=O)N,0.022556926649258457,0.00250632518325094,0.015602148793221693,-0.7284702446321867
C#CC(=O)C#CC1CC1,0.03613780766147556,0.004015311962386174,-0.02217746870301926,1.4214667529019716
C#CC(=O)C#CC=O,0.060478853482948125,0.007559856685368516,0.018829392416893548,-0.7251741099315421
C#CC(=O)C#CCC#N,0.012590836658546323,0.0013989818509495915,-0.002818265926692154,-3.751250235812172
C#CC(=O)C#CCC=O,0.04858715060601071,0.005398572289556746,0.015992794116852366,-1.284229309537495
C#CC(=O)C#CCCO,0.04438526851942015,0.004931696502157795,-0.027824496342013533,1.0534839420370918
C#CC(=O)C#CCO,0.05662997139631898,0.007078746424539872,-0.025787898041972318,0.05203914164304635
C#CC(=O)C#N,0.023745827881270998,0.003957637980211833,-0.026443089921349694,-0.007813459820257052
C#CC(=O)C(=N)N,0.04344066572656402,0.006205809389509146,-0.023687661980936747,-2.164251668921433
C#CC(=O)C(=N)NC=N,0.04157691810274855,0.004619657566972061,0.00046578655421600224,-1.5245162548026188
C#CC(=O)C(=N)NC=O,0.025932467371376333,0.002881385263486259,0.007894175033675815,-0.8445532541274101
C#CC(=O)C(=O)C#C,0.061835853482932635,0.007729481685366579,-0.013870607583106459,-3.982774109931542
C#CC(=O)C(=O)C#N,0.018102629526083547,0.0022628286907604434,-0.01226125290673713,-0.2694150450262338
C#CC(=O)C(=O)C(=N)N,0.04081046737132965,0.0045344963745921835,0.0354941750336758,-0.28555325412740995
C#CC(=O)C(=O)C(=O)N,0.014885016639937021,0.00165389073777078,0.0153225635131356,-1.3488902534521992
C#CC(=O)C(=O)C1CC1,0.02312889765221371,0.002569877516912634,-0.0317570539831053,-2.725053255918042
C#CC(=O)C(=O)C=O,0.05949994347355414,0.0074374929341942675,-0.019450192863192522,-1.2532941187515552
C#CC(=O)C(=O)CC#N,-0.001539073350727449,-0.00017100815008082768,-0.011797851206778315,-0.26737024463218706
C#CC(=O)C(=O)CCO,0.03437635851031473,0.00381959539003497,-0.03750408162209959,-2.0676360667829217
C#CC(=O)C(=O)CO,0.04533306138705484,0.005666632673381855,-0.03986748332205842,-2.733780867176968
C#CC(=O)C(=O)N,0.01574721499525822,0.0022496021421797457,-0.03235927350147705,-3.0691886682462246
C#CC(=O)C(=O)N1CC1,0.031067673695417852,0.0034519637439353167,-0.02294769930673604,-2.7447941910127334
C#CC(=O)C(=O)NC=N,0.02788446737133654,0.003098274152370727,0.008094175033675821,-2.69945325412741
C#CC(=O)C(=O)NC=O,0.003518016639986854,0.0003908907377763171,0.011422563513135586,-1.5310902534521995
C#CC(=O)C(C#N)C#N,-0.02364938729823507,-0.0026277096998038965,0.015591088749677018,0.19920882909313598
C#CC(=O)C(CO)CO,0.03291747642367682,0.0036574973804085354,-0.04782137208096543,-2.428022815208334
C#CC(=O)C(F)(F)F,0.0017586185521167863,0.0002198273190145983,-0.04624294232741602,-0.17126357588930485
C#CC(=O)C1(CC1)C#C,0.037923807661456976,0.0042137564068285525,-0.019877468703019263,-0.9932332470980283
C#CC(=O)C1(CC1)C#N,-0.015854416295326246,-0.001761601810591805,-0.0044681140266499275,-2.50667418219272
C#CC(=O)C1(CC1)C=O,0.021528897652217438,0.0023920997391352707,0.0030429460168946987,-1.9747532559180416
C#CC(=O)C1(CC1)CO,0.023155015565578196,0.002572779507286466,-0.03497434444197117,-1.0306400043434543
C#CC(=O)C1(CC1)O,0.0268797184424443,0.0033599648053055375,-0.04163774614192997,-0.4880848047375008
C#CC(=O)C1(CCC1)O,0.01987501556556026,0.002208335062840029,-0.04897434444197116,-0.39644000434345417
C#CC(=O)C1(COC1)O,0.03219734087753068,0.003577482319725631,-0.05403660128614221,0.5286820612370633
C#CC(=O)C1=CCCC1,0.010631572340344064,0.001181285815593785,-0.005894797138934371,0.3549246785014404
C#CC(=O)C1=CCOC1,0.022772897652203028,0.002530321961355892,-0.020757053983105317,-1.8603532559180416
C#CC(=O)C1=CNCC1,0.010367348383567787,0.0011519275981741986,-0.03138544246256511,1.4748837434067488
C#CC(=O)C1=NCCO1,0.01209967369544529,0.00134440818838281,-0.011947699306736032,0.3957058089872669
C#CC(=O)C1CC(=O)C1,0.014243897652193027,0.001582655294688114,-0.0020570539831053225,0.3936467440819582
C#CC(=O)C1CC1,0.03132009600744823,0.004474299429635461,-0.03243889099771799,0.25864832928793424
C#CC(=O)C1CCC1,0.028136393130580473,0.003517049141322559,-0.03437548929775905,0.33629312968198066
C#CC(=O)C1CCCC1,-0.004313309746180494,-0.0004792566384644993,-0.031112087597800236,0.3317379300760277
C#CC(=O)C1COC1,0.03906671844242737,0.004883339805303422,-0.04593774614192997,0.3918151952624993
C#CC(=O)C1OCCO1,0.009934340877521208,0.001103815653057912,-0.0531366012861422,-1.8336179387629368
C#CC(=O)C=O,0.06333214182876645,0.010555356971461075,-0.04483202987780513,0.9728074664544204
C#CC(=O)CC#CC#N,0.00213383665851552,0.00023709296205728,0.011881734073307865,2.4999497641878277
C#CC(=O)CC#CC=O,0.048360150606015395,0.005373350067335044,0.025692794116852352,0.7650706904625046
C#CC(=O)CC#CCO,0.04929326851942051,0.005477029835491167,-0.02742449634201355,-1.8644160579629079
C#CC(=O)CC#N,0.0062061250044394,0.0008865892863484857,-0.010079688221390909,2.1341313405737887
C#CC(=O)CC(=O)CO,0.025750358510265414,0.002861150945585046,-0.0023040816220995797,0.06986393321707851
C#CC(=O)CC(=O)N,0.004323512118446615,0.0005404390148058269,-0.019295871801518094,-1.2750438678521778
C#CC(=O)CC(F)(F)F,-0.016310084324913987,-0.0018122315916571097,-0.04097954062745718,1.128981224504742
C#CC(=O)CC1(CC1)O,0.020622015565606944,0.002291335062845216,-0.05417434444197117,0.3746599956565455
C#CC(=O)CC1CC1,0.03300739313056056,0.00412592414132007,-0.037775489297759035,0.4228931296819809
C#CC(=O)CC1CCC1,0.02510169025384812,0.0027890766948720134,-0.03731208759780022,0.411437930076028
C#CC(=O)CC1COC1,0.031584015565556456,0.003509335062839606,-0.052774344441971155,0.4728599956565458
C#CC(=O)CCC#N,-0.006206577872262642,-0.0007758222340328302,-0.009816286521432044,0.12437614096783633
C#CC(=O)CCC(=O)N,-0.0019151907583818684,-0.00021279897315354092,0.004367529898440636,-1.6932990674581303
C#CC(=O)CCC1CC1,0.025149690253840618,0.002794410028204513,-0.030612087597800236,0.2517379300760276
C#CC(=O)CCC=O,0.03741673607521534,0.0046770920094019175,-0.004405226477887575,0.25899706724251415
C#CC(=O)CCCC#N,-0.011242280749115707,-0.001249142305457301,-0.009752884821473212,2.175320941361883
C#CC(=O)CCCC=O,0.03190903319841709,0.0035454481331574548,-0.0032418247779286424,0.6870418676365606
C#CC(=O)CCCCO,0.030690151111798514,0.003410016790199835,-0.034459115236794485,-1.5233448807888517
C#CC(=O)CCCO,0.03653085398866551,0.004566356748583189,-0.034622516936753306,1.117410318817102
