mol_id_1,mol_id_2,formula,actual_diff,pred_diff,split_1,split_2
gdb_21349,gdb_21396,C2H2N6,22.933337070945527,1.85764311,train,train
gdb_21349,gdb_21397,C2H2N6,22.94752007094553,-19.707320890000002,train,train
gdb_129138,gdb_130103,C2H2N6O,8.351967787322565,0.3053702600000001,train,train
gdb_129138,gdb_130105,C2H2N6O,8.345103787322557,16.90038536,train,val
gdb_129138,gdb_130114,C2H2N6O,8.320677787322609,16.40087736,train,val
gdb_129138,gdb_130309,C2H2N6O,8.331656787322572,0.5345153600000001,train,train
gdb_129138,gdb_131328,C2H2N6O,8.364665787322565,0.1651114600000001,train,train
gdb_129138,gdb_131334,C2H2N6O,8.346751787322603,-0.817676546,train,train
gdb_129138,gdb_131383,C2H2N6O,8.35802578732256,0.56534566,train,train
gdb_129157,gdb_130103,C2H2N6O,-6.846142228014742,0.11212160000000004,train,train
gdb_129157,gdb_130105,C2H2N6O,-6.853006228014749,16.7071367,train,val
gdb_129157,gdb_130114,C2H2N6O,-6.877432228014698,16.207628699999997,train,val
gdb_129157,gdb_130309,C2H2N6O,-6.866453228014734,0.34126670000000003,train,train
gdb_129157,gdb_131328,C2H2N6O,-6.833444228014741,-0.028137199999999973,train,train
gdb_129157,gdb_131334,C2H2N6O,-6.851358228014703,-1.010925206,train,train
gdb_129157,gdb_131383,C2H2N6O,-6.840084228014746,0.3720969999999999,train,train
gdb_58,gdb_166,C2H3N3,1.021982741705017,-14.1314195,train,test
gdb_58,gdb_167,C2H3N3,1.047463741705002,-14.563525499999999,train,val
gdb_58,gdb_168,C2H3N3,1.038187741705002,-14.563525499999999,train,val
gdb_58,gdb_169,C2H3N3,1.0278467417050194,-2.38974756,train,train
gdb_743,gdb_752,C2H3N3O,37.05214234457782,0.9070053100000001,train,train
gdb_743,gdb_774,C2H3N3O,37.10365734457781,-0.040744759999999935,train,train
gdb_759,gdb_752,C2H3N3O,37.02678034457779,0.006160730000000003,train,train
gdb_759,gdb_774,C2H3N3O,37.07829534457778,-0.9415893399999999,train,train
gdb_763,gdb_752,C2H3N3O,37.03585534457778,-0.5377655299999999,train,train
gdb_763,gdb_774,C2H3N3O,37.08737034457778,-1.4855155999999998,train,train
gdb_765,gdb_752,C2H3N3O,36.999369344577815,-47.36086443,train,train
gdb_765,gdb_774,C2H3N3O,37.05088434457781,-48.3086145,train,train
gdb_771,gdb_752,C2H3N3O,37.00373234457777,-1.07600783,train,train
gdb_771,gdb_774,C2H3N3O,37.055247344577765,-2.0237578999999997,train,train
gdb_772,gdb_752,C2H3N3O,37.04871234457778,0.99029541,test,train
gdb_772,gdb_774,C2H3N3O,37.100227344577775,0.04254533999999999,test,train
gdb_782,gdb_752,C2H3N3O,37.010423344577816,13.33175657,test,train
gdb_782,gdb_774,C2H3N3O,37.06193834457781,12.3840065,test,train
gdb_783,gdb_752,C2H3N3O,36.97883734457781,14.49087507,val,train
gdb_783,gdb_774,C2H3N3O,37.03035234457781,13.543125,val,train
gdb_785,gdb_752,C2H3N3O,36.98021034457781,14.49087507,val,train
gdb_785,gdb_774,C2H3N3O,37.03172534457781,13.543125,val,train
gdb_786,gdb_752,C2H3N3O,37.0047113445778,0.45760345,train,train
gdb_786,gdb_774,C2H3N3O,37.056226344577794,-0.49014662,train,train
gdb_3812,gdb_3774,C2H3N3O2,37.06660734457779,-0.2671871,train,train
gdb_3812,gdb_3778,C2H3N3O2,37.00587534457782,1.2535477,train,train
gdb_3812,gdb_3880,C2H3N3O2,37.1266703445778,-0.021286000000000027,train,train
gdb_3812,gdb_3886,C2H3N3O2,37.074696344577774,35.490553199999994,train,val
gdb_3812,gdb_3887,C2H3N3O2,37.107612344577774,20.7904472,train,test
gdb_3812,gdb_3942,C2H3N3O2,37.12989834457778,-0.4079589699999999,train,train
gdb_3857,gdb_3774,C2H3N3O2,37.02803234457775,-1.1739254000000001,train,train
gdb_3857,gdb_3778,C2H3N3O2,36.96730034457778,0.3468094,train,train
gdb_3857,gdb_3880,C2H3N3O2,37.088095344577766,-0.9280243000000001,train,train
gdb_3857,gdb_3886,C2H3N3O2,37.03612134457774,34.5838149,train,val
gdb_3857,gdb_3887,C2H3N3O2,37.06903734457774,19.8837089,train,test
gdb_3857,gdb_3942,C2H3N3O2,37.091323344577745,-1.31469727,train,train
gdb_3874,gdb_3774,C2H3N3O2,36.98767534457778,-1.75408363,train,train
gdb_3874,gdb_3778,C2H3N3O2,36.92694334457781,-0.23334882999999995,train,train
gdb_3874,gdb_3880,C2H3N3O2,37.047738344577795,-1.50818253,train,train
gdb_3874,gdb_3886,C2H3N3O2,36.995764344577765,34.00365667,train,val
gdb_3874,gdb_3887,C2H3N3O2,37.028680344577765,19.30355067,train,test
gdb_3874,gdb_3942,C2H3N3O2,37.05096634457777,-1.8948554999999998,train,train
gdb_3937,gdb_3774,C2H3N3O2,36.96792334457774,15.525830699999998,val,train
gdb_3937,gdb_3778,C2H3N3O2,36.90719134457777,17.0465655,val,train
gdb_3937,gdb_3880,C2H3N3O2,37.027986344577755,15.771731799999998,val,train
gdb_3937,gdb_3886,C2H3N3O2,36.976012344577725,51.283570999999995,val,val
gdb_3937,gdb_3887,C2H3N3O2,37.008928344577726,36.583465,val,test
gdb_3937,gdb_3942,C2H3N3O2,37.031214344577734,15.385058829999998,val,train
gdb_3940,gdb_3774,C2H3N3O2,36.97897734457774,15.5258327,val,train
gdb_3940,gdb_3778,C2H3N3O2,36.91824534457777,17.046567500000002,val,train
gdb_3940,gdb_3880,C2H3N3O2,37.03904034457776,15.7717338,val,train
gdb_3940,gdb_3886,C2H3N3O2,36.98706634457773,51.283573,val,val
gdb_3940,gdb_3887,C2H3N3O2,37.01998234457773,36.583467,val,test
gdb_3940,gdb_3942,C2H3N3O2,37.042268344577735,15.38506083,val,train
gdb_3944,gdb_3774,C2H3N3O2,37.00206934457776,-1.4578457,train,train
gdb_3944,gdb_3778,C2H3N3O2,36.94133734457779,0.06288910000000003,train,train
gdb_3944,gdb_3880,C2H3N3O2,37.062132344577776,-1.2119446,train,train
gdb_3944,gdb_3886,C2H3N3O2,37.01015834457775,34.299894599999995,train,val
gdb_3944,gdb_3887,C2H3N3O2,37.04307434457775,19.5997886,train,test
gdb_3944,gdb_3942,C2H3N3O2,37.065360344577755,-1.59861757,train,train
gdb_3963,gdb_3774,C2H3N3O2,37.06473834457779,-0.57182121,train,train
gdb_3963,gdb_3778,C2H3N3O2,37.00400634457782,0.9489135900000001,train,train
gdb_3963,gdb_3880,C2H3N3O2,37.124801344577804,-0.32592011000000004,train,train
gdb_3963,gdb_3886,C2H3N3O2,37.072827344577775,35.18591909,train,val
gdb_3963,gdb_3887,C2H3N3O2,37.105743344577775,20.485813089999997,train,test
gdb_3963,gdb_3942,C2H3N3O2,37.12802934457778,-0.71259308,train,train
gdb_3866,gdb_3833,C2H3N5,37.004218344577794,-0.55191039,train,train
gdb_3866,gdb_3837,C2H3N5,37.02792834457779,-3.0332299,train,train
gdb_3866,gdb_3845,C2H3N5,37.03509134457778,-2.3496438,train,train
gdb_3876,gdb_3833,C2H3N5,36.96605034457775,0.35339737,train,train
gdb_3876,gdb_3837,C2H3N5,36.989760344577746,-2.12792214,train,train
gdb_3876,gdb_3845,C2H3N5,36.99692334457774,-1.44433604,train,train
gdb_20533,gdb_21400,C2H3N5O,52.13834035991516,43.0361307,train,test
gdb_20533,gdb_21406,C2H3N5O,52.188618359915154,-0.66413118,train,train
gdb_20533,gdb_21421,C2H3N5O,52.177942359915164,-1.5248642000000001,train,train
gdb_20533,gdb_21423,C2H3N5O,37.033235344577804,-0.47054292999999997,train,train
gdb_20533,gdb_21425,C2H3N5O,52.149070359915136,-19.3416513,train,train
gdb_21094,gdb_21400,C2H3N5O,37.057532344577794,43.286123100000005,train,test
gdb_21094,gdb_21406,C2H3N5O,37.107810344577786,-0.41413878,train,train
gdb_21094,gdb_21421,C2H3N5O,37.097134344577796,-1.2748718,train,train
gdb_21094,gdb_21423,C2H3N5O,21.952427329240436,-0.22055052999999997,train,train
gdb_21094,gdb_21425,C2H3N5O,37.06826234457777,-19.0916589,train,train
gdb_21129,gdb_21400,C2H3N5O,37.11408234457781,41.47439180000001,train,test
gdb_21129,gdb_21406,C2H3N5O,37.1643603445778,-2.22587008,train,train
gdb_21129,gdb_21421,C2H3N5O,37.15368434457781,-3.0866031,train,train
gdb_21129,gdb_21423,C2H3N5O,22.00897732924045,-2.03228183,train,train
gdb_21129,gdb_21425,C2H3N5O,37.124812344577784,-20.9033902,train,train
gdb_21461,gdb_21400,C2H3N5O,52.163720359915146,48.206099,train,test
gdb_21461,gdb_21406,C2H3N5O,52.21399835991514,4.50583712,train,train
gdb_21461,gdb_21421,C2H3N5O,52.20332235991515,3.6451040999999997,train,train
gdb_21461,gdb_21423,C2H3N5O,37.05861534457779,4.699425369999999,train,train
gdb_21461,gdb_21425,C2H3N5O,52.17445035991512,-14.171683000000002,train,train
gdb_21473,gdb_21400,C2H3N5O,52.130373359915154,21.322546000000003,train,test
gdb_21473,gdb_21406,C2H3N5O,52.180651359915146,-22.37771588,train,train
gdb_21473,gdb_21421,C2H3N5O,52.169975359915156,-23.2384489,train,train
gdb_21473,gdb_21423,C2H3N5O,37.025268344577796,-22.18412763,train,train
gdb_21473,gdb_21425,C2H3N5O,52.14110335991513,-41.055236,train,train
gdb_21492,gdb_21400,C2H3N5O,52.153161359915146,46.0584925,train,test
gdb_21492,gdb_21406,C2H3N5O,52.20343935991514,2.35823062,train,train
gdb_21492,gdb_21421,C2H3N5O,52.19276335991515,1.4974976,train,train
gdb_21492,gdb_21423,C2H3N5O,37.04805634457779,2.55181887,train,train
gdb_21492,gdb_21425,C2H3N5O,52.16389135991512,-16.3192895,train,train
gdb_21511,gdb_21400,C2H3N5O,52.08473435991516,43.22797185,train,test
gdb_21511,gdb_21406,C2H3N5O,52.13501235991515,-0.47229002999999997,train,train
gdb_21511,gdb_21421,C2H3N5O,52.12433635991516,-1.33302305,train,train
gdb_21511,gdb_21423,C2H3N5O,36.9796293445778,-0.27870177999999995,train,train
gdb_21511,gdb_21425,C2H3N5O,52.095464359915134,-19.14981015,train,train
gdb_21513,gdb_21400,C2H3N5O,52.087059359915145,43.09531193,train,test
gdb_21513,gdb_21406,C2H3N5O,52.137337359915136,-0.60494995,train,train
gdb_21513,gdb_21421,C2H3N5O,52.12666135991515,-1.46568297,train,train
gdb_21513,gdb_21423,C2H3N5O,36.98195434457779,-0.4113617,train,train
gdb_21513,gdb_21425,C2H3N5O,52.09778935991512,-19.28247007,train,train
gdb_21611,gdb_21400,C2H3N5O,36.89640534457777,43.10310536,train,test
gdb_21611,gdb_21406,C2H3N5O,36.946683344577764,-0.59715652,train,train
gdb_21611,gdb_21421,C2H3N5O,36.936007344577774,-1.45788954,train,train
gdb_21611,gdb_21423,C2H3N5O,21.791300329240414,-0.40356827,train,train
gdb_21611,gdb_21425,C2H3N5O,36.907135344577746,-19.27467664,train,train
gdb_21614,gdb_21400,C2H3N5O,37.01428634457778,44.3155878,train,test
gdb_21614,gdb_21406,C2H3N5O,37.064564344577775,0.6153259200000001,train,train
gdb_21614,gdb_21421,C2H3N5O,37.053888344577786,-0.2454071,train,train
gdb_21614,gdb_21423,C2H3N5O,21.909181329240425,0.80891417,train,train
gdb_21614,gdb_21425,C2H3N5O,37.02501634457776,-18.0621942,train,train
gdb_21622,gdb_21400,C2H3N5O,36.9579043445778,43.381879600000005,train,test
gdb_21622,gdb_21406,C2H3N5O,37.00818234457779,-0.31838227999999996,train,train
gdb_21622,gdb_21421,C2H3N5O,36.9975063445778,-1.1791152999999999,train,train
gdb_21622,gdb_21423,C2H3N5O,21.85279932924044,-0.12479402999999994,train,train
gdb_21622,gdb_21425,C2H3N5O,36.96863434457777,-18.9959024,train,train
gdb_21637,gdb_21400,C2H3N5O,52.10586935991512,45.809057100000004,train,test
gdb_21637,gdb_21406,C2H3N5O,52.15614735991511,2.10879522,train,train
gdb_21637,gdb_21421,C2H3N5O,52.14547135991512,1.2480622000000001,train,train
gdb_21637,gdb_21423,C2H3N5O,37.00076434457776,2.30238347,train,train
gdb_21637,gdb_21425,C2H3N5O,52.11659935991509,-16.5687249,train,train
gdb_21700,gdb_21400,C2H3N5O,37.065645344577774,35.168373,test,test
gdb_21700,gdb_21406,C2H3N5O,37.115923344577766,-8.53188888,test,train
gdb_21700,gdb_21421,C2H3N5O,37.105247344577776,-9.3926219,test,train
gdb_21700,gdb_21423,C2H3N5O,21.960540329240416,-8.33830063,test,train
gdb_21700,gdb_21425,C2H3N5O,37.07637534457775,-27.209409,test,train
gdb_21713,gdb_21400,C2H3N5O,52.150316359915166,45.214445000000005,train,test
gdb_21713,gdb_21406,C2H3N5O,52.20059435991516,1.51418312,train,train
gdb_21713,gdb_21421,C2H3N5O,52.18991835991517,0.6534501,train,train
gdb_21713,gdb_21423,C2H3N5O,37.04521134457781,1.7077713700000001,train,train
gdb_21713,gdb_21425,C2H3N5O,52.16104635991514,-17.163337,train,train
gdb_21814,gdb_21400,C2H3N5O,52.15719635991513,43.0290125,train,test
gdb_21814,gdb_21406,C2H3N5O,52.207474359915125,-0.6712493799999999,train,train
gdb_21814,gdb_21421,C2H3N5O,52.196798359915135,-1.5319824,train,train
gdb_21814,gdb_21423,C2H3N5O,37.052091344577775,-0.47766112999999993,train,train
gdb_21814,gdb_21425,C2H3N5O,52.16792635991511,-19.3487695,train,train
gdb_21831,gdb_21400,C2H3N5O,52.10166835991515,45.846029200000004,train,test
gdb_21831,gdb_21406,C2H3N5O,52.151946359915144,2.14576732,train,train
gdb_21831,gdb_21421,C2H3N5O,52.141270359915154,1.2850343,train,train
gdb_21831,gdb_21423,C2H3N5O,36.996563344577794,2.33935557,train,train
gdb_21831,gdb_21425,C2H3N5O,52.112398359915126,-16.5317528,train,train
gdb_21869,gdb_21400,C2H3N5O,36.99462134457781,45.8155802,train,test
gdb_21869,gdb_21406,C2H3N5O,37.0448993445778,2.11531832,train,train
gdb_21869,gdb_21421,C2H3N5O,37.03422334457781,1.2545853,train,train
gdb_21869,gdb_21423,C2H3N5O,21.88951632924045,2.30890657,train,train
gdb_21869,gdb_21425,C2H3N5O,37.00535134457778,-16.5622018,train,train
gdb_21871,gdb_21400,C2H3N5O,36.98746234457781,45.988933,train,test
gdb_21871,gdb_21406,C2H3N5O,37.0377403445778,2.28867112,train,train
gdb_21871,gdb_21421,C2H3N5O,37.02706434457781,1.4279381,train,train
gdb_21871,gdb_21423,C2H3N5O,21.88235732924045,2.48225937,train,train
gdb_21871,gdb_21425,C2H3N5O,36.99819234457778,-16.388849,train,train
gdb_128460,gdb_129409,C2H3N5O2,37.03400534457768,-1.27660179,train,train
gdb_128460,gdb_129509,C2H3N5O2,37.08711134457769,2.33602707,train,train
gdb_128460,gdb_129510,C2H3N5O2,37.03783634457767,-0.08288001999999997,train,train
gdb_128460,gdb_131999,C2H3N5O2,36.9910633445777,-1.23499489,train,train
gdb_129424,gdb_129409,C2H3N5O2,37.05335934457764,-0.38217926,train,train
gdb_129424,gdb_129509,C2H3N5O2,37.10646534457766,3.2304496,train,train
gdb_129424,gdb_129510,C2H3N5O2,37.057190344577634,0.81154251,train,train
gdb_129424,gdb_131999,C2H3N5O2,37.01041734457766,-0.34057236,train,train
gdb_129506,gdb_129409,C2H3N5O2,36.97779034457767,-1.41930914,train,train
gdb_129506,gdb_129509,C2H3N5O2,37.030896344577684,2.1933197200000003,train,train
gdb_129506,gdb_129510,C2H3N5O2,36.98162134457766,-0.22558736999999998,train,train
gdb_129506,gdb_131999,C2H3N5O2,36.93484834457769,-1.37770224,train,train
gdb_129527,gdb_129409,C2H3N5O2,37.01837334457764,1.4579201400000001,train,train
gdb_129527,gdb_129509,C2H3N5O2,37.071479344577654,5.070549,train,train
gdb_129527,gdb_129510,C2H3N5O2,37.02220434457763,2.65164191,train,train
gdb_129527,gdb_131999,C2H3N5O2,36.97543134457766,1.49952704,train,train
gdb_131603,gdb_129409,C2H3N5O2,37.05367534457764,1.38513194,train,train
gdb_131603,gdb_129509,C2H3N5O2,37.106781344577655,4.9977608,train,train
gdb_131603,gdb_129510,C2H3N5O2,37.05750634457763,2.5788537099999997,train,train
gdb_131603,gdb_131999,C2H3N5O2,37.01073334457766,1.4267388399999998,train,train
gdb_131970,gdb_129409,C2H3N5O2,37.10567534457766,-2.01159666,train,train
gdb_131970,gdb_129509,C2H3N5O2,37.158781344577676,1.6010322000000001,train,train
gdb_131970,gdb_129510,C2H3N5O2,37.10950634457765,-0.81787489,train,train
